path,classification,next_action,rationale
"bedford-shower-remodeling.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"bedford-whole-home-remodeling.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"bedford-window-replacement.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"benbrook.html","enrich-then-index","add-social-metadata-and-local-proof","City hub has canonical H1 and structured data but incomplete social metadata and limited local proof"
"best-flooring-for-pets-grand-prairie.html","enrich-then-index","add-og-image-and-validate","Substantive local guide candidate but social image coverage is incomplete"
"carrollton-backsplash-installation.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"carrollton-cabinet-installation.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"carrollton-concrete-driveways.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"carrollton-door-installation.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"carrollton-foundation-repair.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"carrollton-outdoor-living.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"carrollton-patio-covers.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"carrollton-pergolas.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"carrollton-room-additions.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"carrollton-shower-remodeling.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"carrollton-whole-home-remodeling.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"carrollton-window-replacement.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"cedar-hill-backsplash-installation.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"cedar-hill-cabinet-installation.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"cedar-hill-concrete-driveways.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"cedar-hill-door-installation.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"cedar-hill-foundation-repair.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"cedar-hill-outdoor-living.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"cedar-hill-patio-covers.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"cedar-hill-pergolas.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"cedar-hill-room-additions.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"cedar-hill-shower-remodeling.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"cedar-hill-whole-home-remodeling.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"cedar-hill-window-replacement.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"ceiling-drywall-repair-garland.html","hold-low-content","expand-before-indexing","Short local article of roughly 165 to 187 visible words with incomplete social metadata"
"colleyville-backsplash-installation.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"colleyville-cabinet-installation.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"colleyville-concrete-driveways.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"colleyville-door-installation.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"colleyville-foundation-repair.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"colleyville-outdoor-living.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"colleyville-patio-covers.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"colleyville-pergolas.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"colleyville-room-additions.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"colleyville-shower-remodeling.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"colleyville-whole-home-remodeling.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"colleyville-window-replacement.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"commercial-office-remodel-richardson.html","hold-low-content","expand-before-indexing","Short local article of roughly 165 to 187 visible words with incomplete social metadata"
"commercial-tenant-improvement-planning-irving.html","enrich-then-index","add-og-image-and-validate","Substantive local guide candidate but social image coverage is incomplete"
"contractor-estimate-comparison-carrollton.html","hold-low-content","expand-before-indexing","Short local article of roughly 165 to 187 visible words with incomplete social metadata"
"coppell-backsplash-installation.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"coppell-cabinet-installation.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"coppell-concrete-driveways.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"coppell-door-installation.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"coppell-foundation-repair.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"coppell-outdoor-living.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"coppell-patio-covers.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"coppell-pergolas.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"coppell-room-additions.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"coppell-shower-remodeling.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"coppell-whole-home-remodeling.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"coppell-window-replacement.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"dallas-backsplash-installation.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"dallas-cabinet-installation.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"dallas-concrete-driveways.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"dallas-door-installation.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"dallas-foundation-repair.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"dallas-outdoor-living.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"dallas-patio-covers.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"dallas-pergolas.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"dallas-room-additions.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"dallas-shower-remodeling.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"dallas-whole-home-remodeling.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"dallas-window-replacement.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"denton.html","enrich-then-index","add-social-metadata-and-local-proof","City hub has canonical H1 and structured data but incomplete social metadata and limited local proof"
"desoto-backsplash-installation.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"desoto-cabinet-installation.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"desoto-concrete-driveways.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"desoto-door-installation.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"desoto-foundation-repair.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"desoto-outdoor-living.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"desoto-patio-covers.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"desoto-pergolas.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"desoto-room-additions.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"desoto-shower-remodeling.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"desoto-whole-home-remodeling.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"desoto-window-replacement.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"drywall-texture-matching-desoto.html","enrich-then-index","add-og-image-and-validate","Substantive local guide candidate but social image coverage is incomplete"
"duncanville-backsplash-installation.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"duncanville-cabinet-installation.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"duncanville-concrete-driveways.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"duncanville-door-installation.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"duncanville-foundation-repair.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"duncanville-outdoor-living.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"duncanville-patio-covers.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"duncanville-pergolas.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"duncanville-room-additions.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"duncanville-shower-remodeling.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"duncanville-whole-home-remodeling.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"duncanville-window-replacement.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"euless-backsplash-installation.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"euless-cabinet-installation.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"euless-concrete-driveways.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"euless-door-installation.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"euless-foundation-repair.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"euless-outdoor-living.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"euless-patio-covers.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"euless-pergolas.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"euless-room-additions.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"euless-shower-remodeling.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"euless-whole-home-remodeling.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"euless-window-replacement.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"exterior-paint-preparation-cedar-hill.html","enrich-then-index","add-og-image-and-validate","Substantive local guide candidate but social image coverage is incomplete"
"exterior-paint-southlake.html","hold-low-content","expand-before-indexing","Short local article of roughly 165 to 187 visible words with incomplete social metadata"
"exterior-trim-carpentry-keller.html","hold-low-content","expand-before-indexing","Short local article of roughly 165 to 187 visible words with incomplete social metadata"
"farmers-branch-backsplash-installation.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"farmers-branch-cabinet-installation.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"farmers-branch-concrete-driveways.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"farmers-branch-door-installation.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"farmers-branch-foundation-repair.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"farmers-branch-outdoor-living.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"farmers-branch-patio-covers.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"farmers-branch-pergolas.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"farmers-branch-room-additions.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"farmers-branch-shower-remodeling.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"farmers-branch-whole-home-remodeling.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"farmers-branch-window-replacement.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"fence-post-replacement-mesquite.html","hold-low-content","expand-before-indexing","Short local article of roughly 165 to 187 visible words with incomplete social metadata"
"flooring-subfloor-preparation-allen.html","hold-low-content","expand-before-indexing","Short local article of roughly 165 to 187 visible words with incomplete social metadata"
"flower-mound.html","enrich-then-index","add-social-metadata-and-local-proof","City hub has canonical H1 and structured data but incomplete social metadata and limited local proof"
"fort-worth-backsplash-installation.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"fort-worth-cabinet-installation.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"fort-worth-concrete-driveways.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"fort-worth-door-installation.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"fort-worth-foundation-repair.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"fort-worth-outdoor-living.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"fort-worth-patio-covers.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"fort-worth-pergolas.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"fort-worth-room-additions.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"fort-worth-shower-remodeling.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"fort-worth-whole-home-remodeling.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"fort-worth-window-replacement.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"frisco-backsplash-installation.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"frisco-cabinet-installation.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"frisco-concrete-driveways.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"frisco-door-installation.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"frisco-foundation-repair.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"frisco-outdoor-living.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"frisco-patio-covers.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"frisco-pergolas.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"frisco-room-additions.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"frisco-shower-remodeling.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"frisco-whole-home-remodeling.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"frisco-window-replacement.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"garland-backsplash-installation.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"garland-cabinet-installation.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"garland-concrete-driveways.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"garland-door-installation.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"garland-foundation-repair.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"garland-outdoor-living.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"garland-patio-covers.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"garland-pergolas.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"garland-room-additions.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"garland-shower-remodeling.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"garland-whole-home-remodeling.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"garland-window-replacement.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"glenn-heights-backsplash-installation.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"glenn-heights-cabinet-installation.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"glenn-heights-concrete-driveways.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"glenn-heights-door-installation.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"glenn-heights-foundation-repair.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"glenn-heights-outdoor-living.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"glenn-heights-patio-covers.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"glenn-heights-pergolas.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"glenn-heights-room-additions.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"glenn-heights-shower-remodeling.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"glenn-heights-whole-home-remodeling.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"glenn-heights-window-replacement.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
